,Family_History_Treatment,Imm_reason_text,Immigration-Treatmen,Partisan priming,Coerced,Family1_vs_NoFamily0,Slavery1_vs_NoSlavery0,Negative-1_Neutral0_Positive1,Native1_vs_NoNative0,Nonsense
2596,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2597,0,NA,NA,na,na,NA,NA,NA,NA,NA
2598,0,A better freer way of living. Without the burdens of the homeland,My great-grandparents' generation,0,0,0,0,1,0,0
2603,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2606,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
2608,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2611,0,to make a better way for themselves and family through hard work and doing it all legally,My great-grandparents' generation,1,0,0,0,1,0,0
2612,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2615,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
2616,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2619,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
2621,0,the Hungarian revolution of 1956,My parents' generation,0,0,1,0,-1,0,0
2622,0,i live here,My great-grandparents' generation,0,0,0,0,0,0,1
2625,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2630,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2632,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2638,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2641,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
2645,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2646,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
2648,0,they were seeking political refugee from Cuba,My parents' generation,0,0,1,0,-1,0,0
2650,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
2651,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
2653,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2654,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
2656,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
2657,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
2658,0,MIlitary family stationed in the US,My great-great-grandparents' generation or earlier,0,0,0,0,0,0,0
2662,0,To have a lucrative business selling Canadian and US properties they worked hard and never asked for anything.,My grandparents' generation,0,0,1,0,1,0,0
2664,0,to live free,My generation,0,0,0,0,1,0,0
2665,0,because my people where brought over here in slave ships.,My great-great-grandparents' generation or earlier,0,1,1,1,-1,0,0
2667,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2670,0,family member feared for their lives,My parents' generation,0,0,1,0,-1,0,0
2674,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2677,0,Freedombetter wages better freedomo,My grandparents' generation,0,0,0,0,1,0,0
2678,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2680,0,my ancestors came to this country because of freedom to become whatever they want.,My great-great-grandparents' generation or earlier,0,0,0,0,1,0,0
2683,0,Alavert,My grandparents' generation,0,0,0,0,0,0,1
2686,0,they came to make a better life for themselves,My grandparents' generation,0,0,0,0,1,0,0
2688,0,my dads side were native american. my moms side came seeking a better life.,My great-great-grandparents' generation or earlier,0,0,1,0,1,1,0
2689,0,i guess soi m not sure why though i guess,My parents' generation,0,0,0,0,0,0,1
2693,0,To save family from the changing government of Germany.,My parents' generation,0,0,1,0,-1,0,0
2694,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2695,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2696,0,They came for better economic opportunity.,My great-grandparents' generation,0,0,0,0,1,0,0
2698,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
2701,0,to have a better life to start a new life being farmers with better soil,My great-grandparents' generation,0,0,0,0,1,0,0
2704,0,THEY CAME TO THIS COUNTRY AS INDENTURED SERVENTS TO IMPROVE THEIR ECONOMIC SITUATION,My great-great-grandparents' generation or earlier,0,0,1,0,1,0,0
2710,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2711,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2714,0,My Dad's parents were born and raised in England and came to the US for work and my grandfather started his own local taxi company.  My Mom's grandparents came to this country to find a better life and one side started their own dairy farm.,My grandparents' generation,0,0,1,0,1,0,0
2716,0,pease and love,My great-grandparents' generation,0,0,0,0,1,0,0
2717,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2720,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2722,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2729,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2730,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2731,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2732,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2735,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2738,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2741,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2743,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2749,0,For a better life and a chance to become some one in this world,My grandparents' generation,0,0,0,0,1,0,0
2751,0,"my family came from Poland, my  x2great grandfather was a slave and his son was able to purchase his freedom",My grandparents' generation,0,1,1,1,-1,0,0
2752,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2753,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2756,0,Work,My great-great-grandparents' generation or earlier,0,0,0,0,0,0,0
2758,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2763,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2765,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
2767,0,Holocaust,My grandparents' generation,0,0,1,0,-1,0,0
2768,0,NA,My parents' generation,na,na,NA,NA,NA,NA,NA
2769,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2770,0,My father's family came to the US because they saw it as a land of opportunity. My mother's family came to the United States originally because of being married to an American who wanted to move back to the United States after spending 22 years out of the country.,My great-great-grandparents' generation or earlier,0,0,1,0,1,0,0
2773,0,better jobs and better opputirinty,My parents' generation,0,0,0,0,1,0,0
2776,0,born here,My great-great-grandparents' generation or earlier,0,0,1,0,0,1,0
2777,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2781,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2783,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2784,0,My grandparents came to America because of more opportunity to live a better life.,My grandparents' generation,0,0,1,0,1,0,0
2785,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2786,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
2790,0,To live  peacefully and happily.,My grandparents' generation,0,0,0,0,1,0,0
2791,0,they were born here,My parents' generation,0,0,0,0,0,1,0
2793,0,To get a better life,My grandparents' generation,0,0,0,0,1,0,0
2794,0,"Famine, war ravaged",My great-grandparents' generation,0,0,1,0,-1,0,0
2796,0,Slavery and also immigration,My great-great-grandparents' generation or earlier,0,1,1,1,-1,0,0
2797,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2799,0,frreedom,My grandparents' generation,0,0,0,0,1,0,0
2800,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2803,0,War in Poland,My grandparents' generation,0,0,1,0,-1,0,0
2804,0,For a better life. They were thrilled to here and contribute to their new country in any way they could. They worked as many jobs as needed to support themselves and got the schooling needed to ease their transition.,My grandparents' generation,0,0,1,0,1,0,0
2808,0,My grandfather came to the US as a young boy to escape problems in Poland and Russia.,My grandparents' generation,0,0,1,0,-1,0,0
2810,0,I came here for Life Liberty and the pursuit of Happiness,My generation,0,0,0,0,1,0,0
2811,0,For new opportunities and a better life,My great-grandparents' generation,0,0,0,0,1,0,0
2812,0,Democracy and better life,My grandparents' generation,0,0,0,0,1,0,0
2813,0,they werre born here,My generation,0,0,0,0,0,1,0
2818,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
2820,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
2822,0,"it was during WWII and they wanted to start a new life, however, they came in legally, and did not suck off the govt until they got on their feet",My grandparents' generation,1,0,1,0,-1,0,0
2823,0,The potato famin in Ireland,My great-great-grandparents' generation or earlier,0,0,1,0,-1,0,0
2829,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2830,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
2835,0,Opportunity to improve their lives.  They legally entered.,My great-grandparents' generation,1,0,0,0,1,0,0
2838,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2839,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2840,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
2841,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
2843,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2844,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2845,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2848,0,they were sold into childindentured workers,My great-great-grandparents' generation or earlier,0,0,1,1,-1,0,0
2849,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2851,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2854,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2859,0,They was born here,My great-great-grandparents' generation or earlier,0,0,0,0,0,1,0
2864,0,to escape the potato famine in Ireland,My great-great-grandparents' generation or earlier,0,0,1,0,-1,0,0
2865,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
2866,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2868,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2870,0,For work,My great-great-grandparents' generation or earlier,0,0,0,0,0,0,0
2871,0,"My great grandfather came here for a better life, better work opportunities.",My great-grandparents' generation,0,0,1,0,1,0,0
2872,0,They were Slaves,My great-great-grandparents' generation or earlier,0,1,1,1,-1,0,0
2875,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
2876,0,"TO STAY ALIVE - TO BE ABLE TO HAVE FREEDOM OF RELIGION, MAKE A FRESH NEW START,  TO STAY ALIVE OR BE PUT TO DEATH FOR THERE RELIGION BELIEFS.",My great-great-grandparents' generation or earlier,0,0,1,0,-1,0,0
2879,0,NA,My parents' generation,na,na,NA,NA,NA,NA,NA
2880,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2881,0,Better live but the head had to speak English and had some one to take care of them,My great-great-grandparents' generation or earlier,0,0,1,0,1,0,0
2883,0,They came for religious reasons,My great-great-grandparents' generation or earlier,0,0,1,0,0,0,0
2884,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
2885,0,NA,My parents' generation,na,na,NA,NA,NA,NA,NA
2887,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2888,0,For a change of life,My generation,0,0,0,0,1,0,0
2889,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2891,0,To improve finances for their family,My parents' generation,0,0,0,0,1,0,0
2892,0,NA,My parents' generation,na,na,NA,NA,NA,NA,NA
2893,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2896,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
2899,0,As slaves,My great-great-grandparents' generation or earlier,0,1,1,1,-1,0,0
2901,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2903,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2904,0,My family is old American which brings American culture,My generation,0,0,0,0,0,1,0
2908,0,They were from Ireland and Poland.  Ireland was having the potato famine so they were really poor and not much food.  Poland was under communism/socialism so they were also poor and needed jobs,My grandparents' generation,0,0,1,0,-1,0,0
2911,0,Because of famine in their country.,My grandparents' generation,0,0,1,0,-1,0,0
2913,0,Forced service in an army where they didn't believe in the reasons for potential battle,My great-great-grandparents' generation or earlier,0,0,1,0,-1,0,0
2915,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2916,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
2917,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2919,0,Slavery,My great-great-grandparents' generation or earlier,0,1,1,1,-1,0,0
2920,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2922,0,escape war in their home country,My parents' generation,0,0,1,0,-1,0,0
2923,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2924,0,To get a better education,My parents' generation,0,0,0,0,1,0,0
2928,0,NA,My generation,na,na,NA,NA,NA,NA,NA
2929,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
2933,0,NA,My generation,na,na,NA,NA,NA,NA,NA
2934,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2936,0,Job,My great-grandparents' generation,0,0,0,0,0,0,0
2937,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2941,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
2946,0,They came here in the early 1900's to escape the problems going on in Germany. They felt like they were no longer a part of Germany any more.,My great-grandparents' generation,0,0,1,0,-1,0,0
2947,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2949,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2951,0,Original inhabitants of this land,My great-great-grandparents' generation or earlier,0,0,1,0,0,1,0
2952,0,For Opportunities to build a family and business.,My grandparents' generation,0,0,0,0,1,0,0
2953,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2954,0,Economic opportunity and to escape Mussolini's reign.,My great-grandparents' generation,0,0,1,0,-1,0,0
2955,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
2961,0,To start a new life for their family from europe,My grandparents' generation,0,0,1,0,1,0,0
2964,0,My family came to the US because my mother fell in love with a military man and couldn't live without him.,My generation,0,0,1,0,1,0,0
2965,0,Career move,My parents' generation,0,0,0,0,0,0,0
2968,0,"My family came to the United States against their will, as slaves.",My great-great-grandparents' generation or earlier,0,1,1,1,-1,0,0
2971,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
2972,0,Better life,My great-grandparents' generation,0,0,0,0,1,0,0
2974,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2977,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
2981,0,My Grandparents came here to look for a better future for themselves and the family they had created.,My grandparents' generation,0,0,1,0,1,0,0
2982,0,to live a better life,My grandparents' generation,0,0,0,0,1,0,0
2984,0,NA,My parents' generation,na,na,NA,NA,NA,NA,NA
2987,0,they fled the communist oppression in soviet russia. They also had to wait 12 years between living in other countries before they were allowed to come to the US,My parents' generation,0,0,1,0,-1,0,0
2991,0,Because Jews were being killed in Germany they came to get freedom and live,My grandparents' generation,0,0,1,0,-1,0,0
2992,0,i always live in us states i,My grandparents' generation,0,0,0,0,0,1,0
2993,0,NA,My grandparents' generation,na,na,NA,NA,NA,NA,NA
2994,0,NA,My great-great-grandparents' generation or earlier,na,na,NA,NA,NA,NA,NA
2996,0,To build a better life,My great-grandparents' generation,0,0,0,0,1,0,0
3000,0,NA,My great-grandparents' generation,na,na,NA,NA,NA,NA,NA
